,amount_tsh,gps_height,longitude,latitude,basin,region,population,public_meeting,scheme_management,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity,source_type,waterpoint_type_group,status_group
4061,0.0,1437,34.05698889999999,-1.92021818,4,9,250,1,9,0,5,1,4,3,2,1,5,3,3
4062,500.0,985,29.67838125,-4.74796263,3,5,135,1,7,1,2,0,4,1,2,2,4,1,2
4063,0.0,1658,35.39958741,-3.85804237,0,8,254,1,7,1,5,0,4,2,2,1,6,4,3
4064,0.0,0,33.87144535,-4.28538273,0,19,0,0,4,0,5,3,0,2,2,2,3,1,3
4065,0.0,0,31.585644399999996,-1.43554372,4,4,0,1,7,1,5,1,4,1,2,1,5,3,3
4066,0.0,1206,36.80683031,-3.39610267,5,0,390,1,8,0,4,0,4,6,2,2,3,1,3
4067,2000.0,1604,30.03265906,-4.60864695,3,5,540,1,11,1,3,3,4,3,2,1,6,4,3
4068,0.0,-18,39.2539023,-8.50635466,7,7,374,1,7,1,2,5,4,2,2,0,0,1,1
4069,0.0,0,36.11179024,-6.27729351,8,2,0,1,7,1,5,2,4,5,2,2,0,1,3
4070,0.0,0,33.91742593,-9.61688224,1,10,0,1,7,1,5,0,4,2,2,0,6,1,1
4071,500.0,468,37.05663943,-6.82842432,8,11,100,1,7,1,5,3,4,3,2,1,5,5,1
4072,0.0,1589,35.50079155,-4.43841325,0,8,265,1,7,1,3,0,4,2,2,2,6,1,3
4073,0.0,1250,30.37153442,-5.61745579,3,15,86,1,11,1,2,3,0,2,2,1,0,3,1
4074,1500.0,1997,34.81205612,-9.54350112,1,3,50,1,7,0,3,0,4,0,2,1,6,1,3
4075,0.0,0,33.6540376,-3.67084276,0,17,0,1,7,1,5,0,4,5,2,2,4,1,1
4076,0.0,0,31.44869396,-1.17958953,4,4,0,1,7,1,5,1,4,2,4,2,5,3,1
4079,0.0,1204,35.65982525,-4.15234936,0,8,160,1,7,1,4,0,4,2,2,1,4,1,3
4080,0.0,1527,34.82486025,-4.80381143,0,18,80,1,9,0,3,1,4,2,4,1,0,3,3
4081,0.0,0,32.61313769,-5.09836574,3,19,0,1,7,1,5,2,4,5,2,2,0,1,3
4082,0.0,0,35.67651949,-6.20749316,0,2,0,1,7,0,5,2,4,2,2,2,0,1,2
4083,20.0,247,38.33048615,-6.45838663,8,14,25,1,8,1,3,5,4,5,2,1,4,1,3
4084,3000.0,1882,34.79171669,-9.73018074,1,3,86,1,7,0,4,0,4,0,2,1,6,1,3
4085,3000.0,1003,29.92515587,-4.80334528,3,5,390,1,11,1,1,0,4,0,2,1,4,1,2
4086,0.2,952,37.83842656,-4.15483922,5,6,32,1,7,1,5,0,4,5,0,2,4,1,1
4087,500.0,1203,30.1156536,-4.1523381,3,5,1,1,11,0,5,3,4,0,2,1,5,5,1
4088,0.0,79,38.81812166,-6.76992024,8,14,1,1,7,1,3,1,4,2,2,1,5,3,3
4089,0.0,263,38.21460755,-6.77210626,8,11,50,1,7,1,0,5,4,2,5,0,0,1,1
4090,0.0,0,36.48447088,-6.17460857,8,2,0,1,7,0,5,5,4,5,4,0,0,1,1
4091,20.0,380,38.3192402,-4.99422095,5,20,400,1,7,0,3,1,4,5,2,1,5,3,3
4092,0.0,1112,31.07641629,-6.39371366,2,15,280,1,3,1,3,1,4,3,4,1,0,3,1
4095,750.0,1329,30.10797636,-4.59251442,3,5,1020,1,11,1,5,0,4,1,2,2,4,1,1
4096,0.0,0,33.21950397,-9.26514491,1,10,0,0,7,0,5,0,4,3,2,1,4,1,2
4098,0.0,0,33.35739036,-3.98751013,0,19,0,1,11,1,5,5,4,5,4,2,0,1,1
4099,0.0,0,33.28797266,-9.000708,2,10,0,1,7,1,5,0,4,3,2,1,4,1,3
4100,2000.0,270,39.05240495,-10.47974558,7,12,1,1,7,1,5,0,4,0,2,2,6,1,2
4101,100.0,2266,34.06274029,-9.19757827,1,3,0,1,7,0,3,0,4,2,2,1,6,1,3
4103,500.0,849,29.6592631,-4.83234943,3,5,134,1,7,1,2,0,4,1,2,2,4,1,2
4104,300.0,891,35.89185183,-10.49416276,6,16,90,1,7,1,4,0,4,1,2,2,4,1,3
4105,30.0,-40,40.10790412,-10.27759331,7,12,400,1,11,0,5,5,4,5,2,2,0,1,3
4106,0.0,0,34.08265881,-8.82415334,6,10,0,1,7,1,5,1,4,1,2,4,0,3,3
4107,20.0,183,38.13236615,-6.76287435,8,11,200,1,7,1,4,5,4,5,2,1,0,1,3
4108,0.0,132,38.74056028,-7.05706062,8,14,1,1,7,1,3,0,4,2,2,1,6,1,1
4109,0.0,162,38.86161652,-5.17721378,5,20,200,1,7,0,2,3,4,2,4,3,5,5,1
4110,0.0,1079,31.05585493,-5.14138875,3,5,360,0,7,1,1,3,4,6,2,0,5,5,1
4111,6.0,1513,37.46377799,-3.31054726,5,6,25,1,10,1,3,0,4,5,2,1,6,1,3
4112,0.0,0,31.15186367,-1.70566239,4,4,0,1,7,1,5,0,4,2,2,1,6,1,1
4113,0.0,1022,36.90940546,-3.4360534,5,0,190,1,8,0,3,0,4,6,2,3,3,1,3
4115,0.0,0,33.91005063,-9.47739098,1,10,0,1,7,1,5,0,4,2,2,0,6,1,1
4116,0.0,0,33.77047753,-9.57689943,1,10,0,1,11,1,5,0,0,1,2,2,6,1,3
4117,750.0,1284,30.07880535,-4.66411642,3,5,450,1,11,1,3,0,0,1,2,1,4,1,3
4118,500.0,1268,35.07143819,-11.5563898,1,16,450,1,7,1,3,0,4,1,2,1,6,1,3
4119,6.0,794,37.52054962,-3.41099599,5,6,1,1,10,1,3,5,4,5,2,1,0,1,3
4120,0.0,1972,34.86040216,-9.518122,1,3,35,1,8,0,4,0,4,2,2,1,6,1,3
4121,0.0,0,34.16977417,-3.05779825,4,17,0,1,9,1,5,1,4,2,2,1,5,3,3
4122,0.0,1240,30.49507468,-3.54382373,3,5,350,1,7,0,5,1,4,6,2,3,5,3,3
4123,1000.0,2120,34.540867799999994,-9.32550398,1,3,10,1,7,0,3,0,4,0,2,1,6,1,3
4124,0.0,1624,37.51533082,-3.26034397,5,6,60,0,7,1,1,0,4,2,2,1,6,5,2
4125,0.0,0,33.01559667,-2.48708461,4,13,0,1,7,1,5,1,4,1,2,1,5,3,2
4126,2400.0,1675,34.93785084,-8.62117091,6,3,0,1,7,1,5,0,4,0,2,0,6,1,1
4127,0.0,0,33.25735374,-6.84297866,2,19,0,1,7,1,5,3,4,2,2,0,5,3,1
4128,0.0,1027,36.97211763,-3.38087706,5,0,350,1,7,1,5,0,4,6,2,2,4,1,1
4129,50.0,106,38.8935122,-5.13395541,5,20,350,1,7,0,4,5,4,5,2,2,4,1,3
4130,10.0,1014,36.96883558,-3.3935730000000004,5,0,85,1,10,1,4,0,4,5,2,2,4,1,3
4131,0.0,679,37.38564109,-3.6880393,5,8,50,1,7,1,3,5,4,2,4,1,0,1,1
4132,0.0,0,30.54712946,-2.76001952,4,4,0,1,7,0,5,4,4,2,2,0,0,1,1
4133,0.0,1948,35.36755884,-3.94181256,0,8,362,1,3,1,5,3,2,2,2,3,3,1,3
4134,50.0,-37,39.36124233,-6.86164095,8,1,50,1,9,0,3,2,4,5,4,2,0,5,1
4135,20.0,85,38.66135228,-5.80616945,5,20,30,0,7,0,3,5,4,5,4,2,0,1,1
4136,0.0,1322,35.86257695,-4.20686181,0,8,264,1,7,1,3,0,4,2,2,1,6,1,3
4137,0.0,0,33.09690503,-3.92373976,0,17,0,1,9,0,5,1,4,2,2,2,5,3,3
4138,0.0,0,34.42040754,-3.18711087,0,17,0,1,9,1,5,1,4,2,2,1,5,3,3
4139,0.0,1218,31.001542999999998,-3.2326729,3,5,250,1,7,0,4,1,4,6,2,1,5,3,3
4140,0.0,0,31.68680933,-2.80917014,4,4,0,1,7,1,5,0,4,2,2,3,3,1,1
4141,0.0,1574,37.5982571,-3.23948964,5,6,1,1,0,1,3,0,0,1,2,2,6,1,3
4143,0.0,0,33.18902603,-3.86629316,0,17,0,1,9,1,5,1,4,2,2,2,5,3,3
4145,0.0,395,36.71523512,-8.89620399,6,11,900,1,10,1,5,0,4,2,2,1,4,1,2
4146,0.0,0,33.82394633,-9.46276716,1,10,0,1,7,1,5,0,4,2,2,0,6,1,1
4147,0.0,0,32.72917996,-9.0797965,2,10,0,1,7,0,5,1,4,3,2,1,5,3,3
4148,0.0,1315,36.78280187,-3.37117885,5,0,150,1,7,1,2,0,4,6,2,2,6,1,1
4149,0.0,175,37.60800927,-7.46047991,8,11,750,1,7,1,2,1,4,3,2,2,5,3,2
4151,2000.0,546,37.03496957,-10.91150129,7,16,1,1,7,0,3,1,4,0,2,1,0,3,1
4152,0.0,-5,39.62220870000001,-9.32821827,7,7,460,1,7,1,2,5,4,2,2,2,0,1,1
4153,0.0,976,37.57424146,-7.04058054,8,11,60,1,7,1,1,0,4,2,2,1,4,1,3
4154,0.0,823,29.67671086,-4.87087209,3,5,0,1,7,1,1,3,4,2,2,0,4,1,1
4155,0.0,247,39.56414166,-10.90201468,7,12,1,1,10,1,3,5,4,2,2,0,0,1,1
4156,0.0,0,35.88451397,-6.06412248,8,2,0,1,7,0,5,0,4,2,2,2,3,1,3
4157,10.0,924,37.06345739,-3.38842682,5,6,6500,1,10,1,5,0,4,5,2,1,6,1,3
4158,0.0,0,33.72693973,-8.94713703,6,10,0,0,7,0,5,0,4,3,2,1,4,1,3
4159,300.0,375,37.77241509,-5.96533474,8,11,50,1,7,1,4,4,4,1,2,1,5,3,3
4162,0.0,1997,34.22757023,-9.43226686,1,3,0,1,7,0,4,0,4,2,2,1,6,1,3
4164,1000.0,781,30.40829157,-6.74286175,3,15,250,1,7,1,5,1,4,3,4,2,0,3,1
4166,0.0,0,30.81952952,-1.40739672,4,4,0,1,9,1,5,0,4,2,2,0,6,1,1
4167,0.0,1272,37.11164005,-3.20098417,5,6,1,1,10,1,5,0,4,1,2,1,6,1,3
4168,0.0,1081,37.6649026,-3.2221355,5,6,1,1,0,1,3,0,0,1,2,2,6,1,3
4170,0.0,0,33.72117418,-3.60314949,0,17,0,0,9,0,5,1,4,5,4,2,5,3,3
4171,5000.0,114,38.85972811,-6.78293401,8,14,10,1,3,1,4,2,0,1,2,2,4,1,3
4172,0.0,0,33.20727829,-3.86594662,0,17,0,1,9,1,5,1,4,2,2,2,5,3,3
4174,50.0,307,39.422443,-10.96252807,7,12,1,1,7,0,3,0,4,5,2,2,6,1,1
4175,0.0,1625,37.94026949,-4.37973878,5,6,820,0,7,1,5,0,4,2,2,0,6,1,1
4176,0.0,320,37.573336299999994,-6.22814984,8,11,120,1,7,1,3,1,4,2,2,1,5,3,3
4177,0.0,783,36.11912988,-10.88014942,7,16,100,1,7,1,2,0,4,3,2,3,4,1,1
4179,0.0,0,33.66284288,-8.99970321,1,10,0,0,7,0,5,0,4,3,2,1,4,1,3
4180,6.0,1329,37.45128641,-3.32887599,5,6,10,1,10,1,3,0,4,5,2,1,6,1,3
4181,300.0,404,38.3496515,-4.97155346,5,20,300,1,7,0,3,1,4,1,2,2,5,3,3
4182,0.0,1627,35.60648855,-4.22736318,0,8,102,1,7,1,3,1,4,2,2,1,0,3,3
4183,2000.0,1276,36.20873761,-7.82662996,6,3,200,1,7,1,3,1,4,1,2,1,0,3,3
4184,0.0,0,33.811484,-9.55794289,1,10,0,1,7,1,5,0,4,2,2,0,6,1,1
4185,35.0,432,39.42003022,-10.79242175,7,12,1,1,10,1,2,5,4,5,2,3,0,1,3
4187,500.0,1163,30.42020848,-4.28868816,3,5,2300,1,11,0,3,1,4,3,2,1,0,3,1
4188,0.0,1282,36.93062303,-3.34744723,5,0,140,1,7,1,3,0,4,6,2,2,4,1,1
4190,0.0,0,35.9158908,-4.69589316,0,2,0,1,7,0,5,0,4,2,2,1,6,1,1
4191,50.0,17,39.02143544,-6.59140138,8,14,500,1,0,1,4,5,4,5,2,1,4,1,3
4192,20.0,805,37.36216457,-3.34681414,5,6,1,1,11,1,3,0,0,5,2,2,6,1,3
4193,0.0,1676,37.52447373,-3.25884898,5,6,1,0,7,1,1,0,4,2,2,1,6,5,1
4194,200.0,334,38.77963501,-7.19698392,8,14,500,1,4,0,4,1,0,5,4,1,0,3,3
4195,0.0,0,37.19487077,-6.27212013,8,11,200,1,7,1,1,5,4,2,4,1,0,1,1
4196,100.0,96,38.98937453,-6.7744817,8,14,1,0,11,1,4,2,0,5,2,2,4,1,3
4197,500.0,1770,31.52120641,-8.190515,3,15,35,1,7,1,1,0,4,3,2,1,4,1,3
4200,0.0,1956,34.71878766,-9.32870689,6,3,60,1,7,0,3,4,4,2,2,1,5,3,2
4201,0.0,1526,31.82471655,-8.39088026,2,15,230,1,7,0,5,3,4,2,2,0,5,5,1
4202,0.0,1347,33.85828442,-1.97510999,4,9,30,0,8,1,4,0,2,6,2,1,4,1,3
4203,50.0,1463,35.49671186,-4.77754596,0,8,1486,1,7,1,3,5,4,5,2,2,3,1,1
4204,0.0,0,32.94326216,-9.15361872,2,10,0,1,7,0,5,1,4,3,2,2,5,3,3
4206,0.0,1575,35.73275892,-7.81787248,6,3,1,1,7,1,3,0,4,2,2,3,6,1,3
4207,0.0,1601,29.80684056,-4.4215572,3,5,1530,1,11,0,5,0,4,2,2,1,6,1,3
4208,0.0,0,34.30609787,-8.67151195,6,10,0,1,7,1,5,0,4,2,2,3,4,1,1
4209,0.0,1359,34.23488894,-1.36976353,4,9,5000,1,7,0,4,1,4,2,2,2,0,3,1
4210,0.0,1521,37.55345933,-3.2702717999999997,5,6,1,1,8,1,1,0,4,1,2,2,6,1,3
4211,0.0,1231,35.92991953,-4.17898547,0,8,180,1,7,1,3,0,4,2,2,2,6,1,2
4212,1200.0,2304,34.29130163,-9.29138706,1,3,0,1,7,0,3,0,4,0,2,1,6,1,3
4213,0.0,1306,33.00651786,-2.05549405,4,13,300,1,7,1,2,3,4,2,2,2,4,1,1
4214,500.0,1889,35.5409844,-8.31399604,6,3,0,1,7,1,3,1,4,1,2,2,0,3,3
4215,0.0,1451,37.607795700000004,-3.23395626,5,6,1,1,0,1,3,0,0,1,2,2,6,1,1
4216,0.0,1206,35.90554264,-4.27905679,0,8,120,1,10,1,4,0,4,2,2,1,4,1,3
4217,30.0,1569,34.89659548,-4.19030208,0,18,323,1,8,1,3,2,4,5,2,1,0,1,1
4218,25.0,1567,34.75841803,-4.27552938,0,18,254,1,7,1,3,3,4,5,2,0,0,3,1
4219,0.0,1393,37.61590309,-3.23926202,5,6,1,1,0,1,3,0,0,1,2,2,6,1,1
4220,0.0,2185,35.46289493,-4.18693507,0,8,195,1,8,1,5,0,4,2,2,1,6,4,3
4221,0.0,0,35.86853887,-6.42505871,6,2,0,1,7,1,5,2,4,6,2,0,0,1,1
4222,500.0,1891,36.64977231,-3.25096225,5,0,150,1,7,1,5,0,4,3,2,2,6,1,1
4223,0.0,0,33.15175056,-9.04650296,2,10,0,0,7,0,5,1,4,3,2,3,5,3,1
4224,0.0,1501,36.83062656,-3.32162035,5,0,68,1,7,1,5,0,4,6,2,1,6,1,3
4225,0.0,0,33.43640255,-8.55246711,2,10,0,1,7,1,5,1,4,5,2,1,5,3,3
4227,0.0,1766,38.29073397,-4.6891136,5,20,1,1,7,1,4,1,4,2,4,1,5,3,3
4228,0.0,0,33.594321,-3.2216801,4,17,0,1,9,0,5,1,4,4,2,2,5,3,3
4232,0.0,0,36.30627797,-6.35771672,8,2,0,1,7,1,5,5,4,5,2,1,0,1,3
4233,0.0,0,32.90385895,-8.78884924,2,10,0,0,7,0,5,1,4,3,2,3,5,3,3
4234,1000.0,986,35.32542481,-10.40460891,1,16,0,1,7,1,3,1,4,1,2,1,5,3,3
4235,0.0,1054,35.73650421,-10.58558566,1,16,0,0,2,1,5,1,1,3,2,3,5,3,3
4236,0.0,1317,35.26347148,-9.83126365,1,16,0,1,7,1,5,0,4,3,2,0,4,1,1
4237,250.0,1528,29.80846858,-4.53637188,3,5,520,1,11,1,3,0,4,1,2,1,4,1,1
4238,0.0,433,37.8470509,-6.80123436,8,11,200,1,7,1,3,1,4,2,4,1,5,3,3
4239,0.0,0,30.664163000000002,-2.51490195,4,4,0,1,7,0,5,0,4,2,2,1,6,1,3
4240,2000.0,127,37.85481798,-7.19964735,8,11,250,1,7,1,3,5,4,1,4,2,0,1,1
4241,0.0,0,35.83500317,-4.731967900000001,0,2,0,1,7,0,5,2,4,5,2,1,0,1,3
4242,50.0,62,38.79126575,-6.74432183,8,14,1,1,11,1,3,2,4,5,2,1,4,1,3
4243,0.0,0,36.41844971,-7.22914519,6,2,0,1,7,1,5,1,4,2,0,1,5,3,3
4244,200.0,845,34.92107318,-10.53800015,1,16,86,1,7,1,3,0,4,1,2,1,6,1,3
4247,20.0,1278,34.84590295,-5.74823434,0,18,500,0,7,0,2,5,4,5,2,2,0,1,3
4248,0.0,0,0.0,-2e-08,3,13,0,1,7,1,5,5,4,2,2,2,4,1,3
4249,0.0,1357,33.99918596,-1.93307236,4,9,250,0,9,0,3,1,4,6,4,1,5,3,3
4250,0.0,0,31.73790118,-2.96876723,4,4,0,1,9,1,5,1,4,1,2,1,5,3,3
4251,0.0,0,36.15821365,-6.13516013,8,2,0,1,7,1,5,2,4,5,2,2,0,1,2
4252,500.0,488,36.97555001,-6.89616459,8,11,300,1,7,1,4,1,4,3,2,2,5,3,3
4253,0.0,1806,37.55608469,-3.02489556,0,6,1,1,0,1,3,0,0,1,2,2,6,1,1
4254,0.0,451,34.60191451,-10.49483191,1,3,1,1,7,0,3,1,4,2,2,1,0,3,3
4255,0.0,1229,35.598384,-2.51549139,0,0,574,1,7,1,1,0,4,2,2,1,6,1,3
4256,0.0,0,31.69949762,-3.00439511,4,4,0,1,9,1,5,1,4,2,2,1,0,3,1
4258,0.0,292,39.01178827,-10.49259989,7,12,1,1,7,1,1,0,4,2,2,0,6,1,1
4259,500.0,1374,34.98071088,-11.02207479,7,16,40,1,7,1,3,0,2,3,2,1,6,1,3
4260,0.0,0,33.34559585,-2.9586904,4,13,0,1,7,1,5,3,4,2,2,0,5,5,1
4261,0.0,1194,36.89984973,-3.36397332,5,0,500,1,7,0,3,0,4,6,2,2,3,1,3
4262,0.0,1128,31.242563099999998,-6.38044774,2,15,120,0,11,1,1,0,0,2,2,1,6,1,1
4263,0.0,0,0.0,-2e-08,4,13,0,1,7,1,5,0,4,2,2,1,6,3,3
4264,0.0,1176,38.41289924,-4.98421961,5,20,700,1,7,0,3,0,4,2,2,1,6,1,3
4265,0.0,0,33.19886525,-3.9150962,0,17,0,1,9,1,5,1,4,2,2,3,5,3,3
4266,0.0,0,35.86390465,-6.33900839,6,2,0,0,4,1,5,6,0,5,2,2,0,1,3
4267,0.0,1414,36.09945588,-7.59562483,6,3,53,1,7,1,2,0,4,2,2,1,4,1,3
4268,50.0,92,39.50286268,-9.63450918,7,7,1,1,7,0,3,5,4,5,2,1,0,1,3
4269,0.0,0,33.57642422,-9.49628697,1,10,0,1,7,0,5,0,4,6,5,4,6,1,1
4270,0.0,1554,37.1055394,-3.15138096,5,6,1,1,10,1,3,0,4,1,2,1,6,1,3
4271,0.0,0,34.22301582,-3.4402406,0,17,0,1,9,1,5,1,4,2,4,1,5,3,3
4272,0.0,302,38.58582647,-5.20469254,5,20,250,1,7,0,0,0,4,2,2,3,4,1,3
4273,0.0,0,34.07511866,-8.80845189,6,10,0,1,7,1,5,0,4,1,2,2,4,1,1
4274,0.0,389,37.20930431,-6.95965757,8,11,400,1,7,1,4,1,4,2,2,1,5,3,3
4275,500.0,1563,34.91432815,-8.92167627,6,3,80,1,7,0,3,1,4,3,2,1,0,3,1
4277,0.0,411,38.65462045,-10.73093386,7,12,1,1,7,1,1,3,4,6,4,0,5,5,1
4278,0.0,1321,36.79419818,-3.36367145,5,0,156,1,7,1,5,0,4,2,2,1,6,1,3
4279,0.0,-30,39.39103888,-7.10556961,8,14,560,1,7,0,3,1,4,2,2,0,5,3,1
4280,0.0,1644,37.97251079,-4.49193988,5,6,320,1,11,1,5,0,4,2,2,2,6,1,3
4281,1000.0,0,37.11199142,-6.04920309,8,20,1000,1,7,1,5,1,4,0,4,2,5,3,3
4282,0.0,0,33.6188282,-2.72586329,4,13,0,1,7,1,5,5,4,2,2,2,0,1,1
4283,0.0,408,37.39616191,-6.31187276,8,11,1,1,7,1,5,3,4,2,4,2,5,5,1
4286,500.0,1670,34.678602399999995,-9.05550108,6,3,45,1,8,1,1,0,4,1,2,0,4,1,1
4287,500.0,470,37.06146177,-6.86360533,8,11,200,1,7,1,4,1,4,3,2,2,5,3,3
4288,0.0,0,32.497333399999995,-2.58912198,4,13,0,1,7,1,5,2,4,6,2,1,4,1,1
4289,0.0,0,36.08036923,-5.71737755,8,2,0,1,7,1,5,1,4,2,2,2,5,3,3
4290,0.0,0,34.22448072,-3.76228098,0,17,0,1,3,1,5,0,2,2,2,0,3,1,1
4291,0.0,0,31.53684778,-1.49298487,4,4,0,1,7,1,5,0,4,1,2,1,4,1,3
4292,0.0,1156,37.09309842,-3.22674058,5,6,1,1,10,1,3,0,4,1,2,1,6,1,3
4293,0.0,83,38.98501743,-7.30363015,8,14,100,1,7,0,3,1,4,2,4,0,5,3,1
4294,50.0,978,35.43990785,-10.62874841,7,16,0,1,7,1,3,3,4,5,2,1,4,1,3
4295,30.0,0,37.33900686,-6.38320826,8,11,1000,1,7,1,2,5,4,5,4,2,0,1,3
4297,0.0,0,31.55273519,-1.78744279,4,4,0,1,7,1,5,5,4,2,2,1,6,1,1
4299,0.0,0,36.20164495,-6.49824806,8,2,0,1,7,1,5,5,0,5,2,1,0,1,1
4301,0.0,0,0.0,-2e-08,4,17,0,1,9,0,5,1,4,3,0,1,5,3,2
4302,0.0,828,29.69815609,-4.90738774,3,5,0,1,7,1,3,3,4,2,2,0,5,5,1
4303,0.0,1668,35.06344774,-4.17906226,0,8,183,1,7,1,5,1,4,2,2,1,0,3,3
4304,0.0,1454,32.0551137,-8.86598485,2,15,100,1,7,0,2,1,4,2,4,2,0,3,3
4305,0.0,340,37.60085147,-6.14390685,8,11,120,1,7,1,2,0,4,2,2,1,4,1,1
4307,50.0,-15,40.27946905,-10.53916339,7,12,400,1,7,1,3,5,4,5,2,1,0,1,3
4308,2000.0,1009,35.45552584,-10.61247775,1,16,0,1,7,1,3,0,4,3,2,1,4,1,3
4309,500.0,1063,35.80552388,-10.46412576,1,16,120,1,7,1,2,0,4,0,2,1,4,1,3
4310,500.0,1697,34.90944536,-9.02129821,6,3,40,1,7,0,3,0,4,1,2,1,6,1,3
4311,200.0,864,35.8984875,-10.48832958,6,16,150,1,7,1,5,0,4,1,2,2,4,1,3
4312,0.0,0,32.91229852,-4.19596153,3,19,0,0,7,0,5,1,4,2,2,1,5,3,1
4313,0.0,1548,34.68250692,-5.025306700000002,0,18,350,1,7,1,3,1,4,2,2,2,5,3,3
4315,0.0,0,34.08278042,-8.78639805,6,10,0,1,7,1,5,0,4,1,2,2,4,1,2
4316,600.0,819,29.74781199,-4.90391278,3,5,190,1,9,1,3,0,4,1,2,1,4,1,3
4317,0.0,118,40.10383281,-10.55613954,7,12,300,1,7,1,4,2,4,6,2,2,0,1,1
4318,0.0,1762,35.75129716,-8.04351063,6,3,300,1,7,1,5,0,4,2,2,1,4,1,1
4319,0.0,0,33.7703263,-9.57621202,1,10,0,1,11,1,5,0,0,1,2,2,6,1,3
4321,20.0,1216,37.03636938,-3.23684367,5,6,1,1,10,1,3,0,4,1,2,1,6,1,3
4323,500.0,1714,38.24103394,-4.4920038,5,20,1,1,7,1,1,0,4,1,2,1,6,1,3
4324,0.0,314,36.87496426,-7.87856337,6,11,100,1,10,1,5,0,4,2,2,1,4,1,3
4325,10.0,1540,35.83996304,-3.27732524,0,0,200,1,7,1,3,0,4,5,2,3,4,1,3
4326,0.0,0,33.45008545,-2.97614533,4,13,0,1,7,1,5,1,4,2,2,1,0,3,3
4327,0.0,0,33.0502026,-2.59896507,4,13,0,1,3,1,5,3,2,2,2,3,3,5,1
4328,500.0,2110,34.60530675,-9.37692085,6,3,35,1,7,1,3,0,4,2,2,1,6,1,3
4330,500.0,1020,29.74429945,-4.73426473,3,5,110,1,7,1,2,0,4,1,2,1,4,1,1
4331,0.0,0,32.38814027,-4.38087897,3,19,0,1,9,1,5,5,4,5,2,1,1,1,1
4332,0.0,0,33.45447251,-8.569111900000001,2,10,0,1,7,1,5,0,4,0,2,1,4,1,2
4333,0.0,1722,37.57249973,-3.05018979,0,6,1,1,0,1,3,0,0,1,2,2,6,1,1
4334,0.0,1314,37.63773838,-3.09082439,5,6,1,1,0,1,2,0,0,1,2,2,6,1,1
4335,0.0,0,31.30059237,-2.74068377,3,4,0,1,7,1,5,0,4,2,5,0,6,1,1
4337,0.0,1070,34.40473612,-4.07431742,0,18,365,1,7,1,4,1,4,2,4,1,0,3,3
4338,0.0,1402,30.82111849,-3.04293298,3,5,240,1,7,0,5,0,4,6,2,2,6,1,2
4339,0.0,1631,31.08667376,-7.63260234,2,15,1,0,7,0,2,1,4,2,2,2,0,3,3
4340,0.0,0,33.98025028,-3.78845634,0,17,0,0,3,0,5,0,2,6,2,3,3,5,2
4342,0.0,384,38.39234798,-4.5097749,5,20,1,1,7,1,2,0,4,2,2,1,6,1,3
4343,0.0,1332,37.05245338,-3.18043954,5,6,1,1,10,1,3,0,4,1,2,1,6,1,3
4344,0.0,1397,34.46504726,-4.80246197,0,18,195,1,7,1,2,3,4,2,2,1,5,5,1
4345,0.0,1685,35.46183442,-7.93729767,6,3,1,0,7,1,5,0,4,2,2,0,6,1,1
4346,0.0,0,32.92988438,-2.49946297,4,13,0,1,7,1,5,3,4,2,2,1,5,5,1
4347,300.0,1323,37.66075092,-3.6863601999999998,5,6,20,1,8,0,3,0,4,1,2,2,6,1,3
4348,50.0,1368,36.57289851,-3.40170467,0,0,200,1,8,1,4,5,4,5,2,1,0,1,3
4349,0.0,0,36.01533404,-6.24763263,8,2,0,1,7,0,5,2,0,5,2,0,0,1,1
4350,0.0,0,31.22226346,-3.03724518,3,4,0,1,7,1,5,0,4,5,2,1,6,1,3
4351,20.0,1593,35.54371481,-4.4090324,0,8,313,1,7,1,3,5,4,2,2,2,0,1,3
4352,0.0,98,38.97804262,-5.12245787,5,20,800,1,7,1,5,5,4,2,2,1,4,1,3
4353,0.0,1843,36.66719219,-3.18339157,0,0,150,1,7,1,4,0,4,2,1,2,6,5,3
4354,0.0,0,0.0,-2e-08,4,13,0,1,7,1,5,1,4,2,2,2,0,3,3
4355,0.0,1225,34.16103423,-1.37401581,4,9,680,1,7,1,5,5,4,2,4,1,0,1,3
4357,0.0,1140,33.47014341,-2.15343308,4,9,400,0,9,0,5,3,4,2,2,1,5,5,1
4358,10.0,785,37.45490955,-3.38349678,5,6,35,1,8,1,3,0,4,5,2,1,6,1,3
4359,0.0,0,33.35724552,-4.02149527,0,19,0,1,11,1,5,5,4,5,4,1,0,3,3
4360,500.0,1882,34.74039262,-9.21409516,6,3,58,1,8,1,3,0,4,1,2,1,6,1,3
4362,200.0,393,37.77052752,-7.08049743,8,11,150,1,7,1,2,0,4,1,2,1,4,1,2
4363,1000.0,1439,34.42629031,-4.65694715,0,18,432,1,7,1,5,1,4,3,2,2,0,3,3
4364,500.0,1951,34.67380958,-9.25627099,6,3,130,1,8,1,3,0,4,1,2,1,6,1,3
4365,0.0,0,0.0,-2e-08,4,13,0,1,7,1,5,1,4,2,2,2,5,3,3
4366,0.0,0,32.79948227,-5.02604486,3,19,0,0,2,1,5,3,1,5,2,1,1,1,3
4369,10.0,1674,35.49745691,-4.25809554,0,8,215,1,10,1,4,0,4,5,2,2,6,1,3
4370,0.0,1785,34.51842571,-9.77094263,1,3,80,1,7,0,2,0,4,2,2,0,6,1,1
